,id,title,original_language,overview,release_date,adult,genres_single,poster_path,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
10,594767,Shazam! Fury of the Gods,en,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",2023-03-15,False,['Action'],A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,758323,The Pope's Exorcist,en,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",2023-04-05,False,['Horror'],9JBEPLTPSm0d1mbEcLxULjJq9Eh.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,980078,Winnie the Pooh: Blood and Honey,en,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",2023-01-27,False,['Horror'],fNTtVbqI92abEKAgz2ynurCUne.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,1023313,The Exorcist,es,"Ophelia, a young nun recently arriving in the town of San Ramon, is forced to perform an exorcism on a pregnant woman in danger of dying. Just when she thinks her possession has ended, she discovers that the evil presence hasn't disappeared yet. The director of the award-winning Here Comes the Devil and Late Phases adds a new twist to possession movies in one of this year's Latin American horror surprises.",2022-11-02,False,['Horror'],d07xtqwq1uriQ1hda6qeu8Skt5m.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1084225,The Park,en,"A dystopian coming-of-age movie focused on three kids who find themselves in an abandoned amusement park, aiming to unite whoever remains. With dangers lurking around every corner, they will do whatever it takes to survive their hellish Neverland.",2023-03-02,False,['Action'],hR1jdCw0A9czgsbp45TASkjjBhA.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,615,The Passion of the Christ,en,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,2004-02-25,False,['Drama'],2C9vyK6leWDb2ds65R7uIwSmh8V.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,505642,Black Panther: Wakanda Forever,en,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",2022-11-09,False,['Action'],sv1xJUazXeYqALzczSZ3O6nkH75.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,943822,Prizefighter: The Life of Jem Belcher,en,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",2022-06-30,False,['Drama'],x3PIk93PTbxT88ohfeb26L1VpZw.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,296271,The Devil Conspiracy,en,"The hottest biotech company in the world has discovered they can clone history’s most influential people from the dead. Now, they are auctioning clones of Michelangelo, Galileo, Vivaldi, and others for tens of millions of dollars to the world’s ultra-rich. But when they steal the Shroud of Turin and clone the DNA of Jesus Christ, all hell breaks loose.",2023-01-13,False,['Horror'],2lUYbD2C3XSuwqMUbDVDQuz9mqz.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,631842,Knock at the Cabin,en,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",2023-02-01,False,['Thriller'],dm06L9pxDOL9jNSK4Cb6y139rrG.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,964426,Gold Run,no,"Fredrik isn’t the bravest of men, but now he is faced with a great responsibility and an enormous task - to get the entire Norwegian gold reserve away from the Nazis during the invasion of Norway.",2022-12-15,False,['War'],6E4LopmCMUXcMLIv7o3jw1xQrgJ.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,884184,Consecration,en,"After the alleged suicide of her priest brother, Grace travels to the remote Scottish convent where he fell to his death. Distrusting the Church's account, she uncovers murder, sacrilege and a disturbing truth about herself.",2023-02-09,False,['Horror'],yQTRmPzKAdLodknnPVtImm6FWPZ.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,640146,Ant-Man and the Wasp: Quantumania,en,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",2023-02-15,False,['Science Fiction'],ngl2FKBlU4fhbdsrtdom9LVLBXw.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,436270,Black Adam,en,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",2022-10-19,False,['Action'],pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,776835,The Magician's Elephant,en,"Peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. His one one question is: is his sister still alive? The answer, that he must find a mysterious elephant and the magician who will conjure it, sets Peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.",2023-03-10,False,['Animation'],cAoAgzOCxSytYBqqCQulhXNR3LB.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1011679,Shark Side of the Moon,en,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.",2022-08-12,False,['Action'],v5CfpzxoJDkZxjZAizClFdlEF0U.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1087040,Money Shot: The Pornhub Story,en,"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub.",2023-03-15,False,['Documentary'],g7fD1EHgctNSjBUzAOfxEsHaB2k.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,646389,Plane,en,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",2023-01-12,False,['Action'],qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1026563,13 Exorcisms,es,"After participating in a séance, young Laura begins to behave strangely. Alarmed, her parents ask Father Olmedo, one of the few exorcists authorized by the Vatican to intervene in cases of demonic possession, for help.",2022-11-04,False,['Drama'],8LpnMIqpRiwxpbGR33ALCmVl7gj.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,536554,M3GAN,en,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",2022-12-28,False,['Science Fiction'],d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,850871,Sayen,es,"Sayen is hunting down the men who murdered her grandmother. Using her training and knowledge of nature, she is able to turn the tables on them, learning of a conspiracy from a corporation that threatens her people's ancestral lands.",2023-03-03,False,['Thriller'],aCy61aU7BMG7SfhkaAaasS0KzUO.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1003579,Batman: The Doom That Came to Gotham,en,"Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.",2023-03-10,False,['Animation'],hrATQE8ScQceohwInaMluluNEaf.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,988165,H.P. Lovecraft's Witch House,en,"Determined to prove the possibility of alternate dimensions, a graduate student unknowingly unlocks a gateway to unimaginable horror. Based on the H.P. Lovecraft's short story The Dreams in the Witch House.",2022-06-29,False,['Horror'],5KmscR49WkmuPJKjmK4OUmsRn5C.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,1077280,Die Hart,en,"Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.",2023-02-22,False,['Action'],1EnBjTJ5utgT1OXYBZ8YwByRCzP.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,False,['Animation'],h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,829410,Sick,en,"In the midst of the pandemic, college student Parker and her best friend Miri decide to self-quarantine at her family's lake house, where they will be alone — or so they think.",2022-09-11,False,['Horror'],nBgxSimgLMGYCQckRQw7C2f7row.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,324552,John Wick: Chapter 2,en,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",2017-02-08,False,['Action'],hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,9607,Super Mario Bros.,en,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",1993-05-28,False,['Action'],cudfWiiFDxj8rq1Myolzv6yY3ah.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,758009,Shotgun Wedding,en,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.",2022-12-28,False,['Action'],t79ozwWnwekO0ADIzsFP1E5SkvR.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,842942,Bandit,en,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the story of The Flying Bandit.",2022-09-23,False,['Crime'],yph9PAbmjYPvyvbeZvdYIhCZHEu.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,983768,Black Warrant,en,A semi-retired special ops assassin and a DEA agent cross paths on separate missions to stop a cyber terrorist organization that has built a dangerous machine threatening to attack the power grid and bring catastrophe to the world.,2023-01-09,False,['Action'],A7vFFZHbDyxfjuYKzJwruTnwwjT.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,700391,65,en,"After a catastrophic crash on an unknown planet, pilot Mills quickly discovers he's actually stranded on Earth…65 million years ago. Now, with only one chance at rescue, Mills and the only other survivor, Koa, must make their way across an unknown terrain riddled with dangerous prehistoric creatures in an epic fight to survive.",2023-03-02,False,['Science Fiction'],rzRb63TldOKdKydCvWJM8B6EkPM.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,676547,Prey for the Devil,en,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",2022-10-23,False,['Horror'],iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,1003580,Legion of Super-Heroes,en,"Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Her cousin, Superman, mentors her and suggests she leave their space-time to attend the Legion Academy in the 31st century, where she makes new friends and a new enemy: Brainiac 5. Meanwhile, she must contend with a mysterious group called the Dark Circle as it searches for a powerful weapon held in the Academy’s vault.",2023-02-07,False,['Animation'],8M6bA5t2q5u1nWDTEIXuGDwvboW.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1058949,Little Dixie,en,"Erstwhile Special Forces operative Doc Alexander is asked to broker a truce with the Mexican drug cartel in secrecy. When Oklahoma Governor Richard Jeffs celebrates the execution of a high-ranking cartel member on TV, his Chief of Staff and Doc inform him about the peace he just ended. But it’s too late, as Cuco, the cartel’s hatchet man, has set his vengeful sights on Doc’s daughter Dixie.",2023-02-03,False,['Thriller'],cmWTZj9zzT9KFt3XyL0gssL7Ig8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,458156,John Wick: Chapter 3 - Parabellum,en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",2019-05-15,False,['Action'],ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,287947,Shazam!,en,A boy is given the ability to become an adult superhero in times of need with a single magic word.,2019-03-29,False,['Action'],xnopI5Xtky18MPhK40cZAGAOVeV.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,985939,Fall,en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",2022-08-11,False,['Thriller'],v28T5F1IygM8vXWZIycfNEm3xcL.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,785084,The Whale,en,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,2022-12-09,False,['Drama'],jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,28152,Super Mario Brothers: Great Mission to Rescue Princess Peach,ja,"When Princess Peach is kidnapped by the monster King Koopa, Mario and his brother Luigi journey to the Mushroom Kingdom to rescue her.",1986-07-20,False,['Animation'],d8466YAgDFZmsrWmgizPcUQMsIx.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,790409,The Last Heretic,es,"Juan Conte is a world-renowned spokesman of the new atheism. After suffering a heart attack, he receives a transplant and a change in his personal life begins, opening up to the possibility of being in a couple for the first time. Juan will go on a journey of horror and pain, in which his vision of reality will be put to the test.",2022-11-09,False,['Thriller'],qSOIsOdPMwPCirNVzdBgcPUYzm.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,772515,Huesera: The Bone Woman,es,"Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.",2023-02-10,False,['Drama'],zgpj76z9byUgcWnxLDmtZ3XqfvN.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,668482,Roald Dahl's Matilda the Musical,en,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",2022-11-25,False,['Family'],ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,878375,On a Wing and a Prayer,en,"After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.",2023-04-06,False,['Drama'],8GTJwaC2CeNa0Zg6QrPLwrfurpZ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,1058732,The Simpsons Meet the Bocellis in Feliz Navidad,en,"This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia.",2022-12-15,False,['Animation'],9rJFKvYvSyQ3HoTl1gcU55FOzYi.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,843794,JUNG_E,ko,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",2023-01-20,False,['Science Fiction'],z2nfRxZCGFgAnVhb9pZO87TyTX5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,937278,A Man Called Otto,en,"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",2022-12-28,False,['Comedy'],130H1gap9lFfiTF9iDrqNIkFvC9.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,493529,Dungeons & Dragons: Honor Among Thieves,en,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",2023-03-23,False,['Adventure'],8YQPeZp6roBqbRCmhRyr30x0LHo.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1041513,Encanto at the Hollywood Bowl,en,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!",2022-12-28,False,['Music'],sa3Ku5yNVjp8NloWxJoI9dQjvOi.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,ja,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",2019-03-29,False,['Action'],vJUDoYNNKvBqbEPUskgvzPXGEFz.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,675353,Sonic the Hedgehog 2,en,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",2022-04-08,False,['Action'],6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,810693,Jujutsu Kaisen 0,ja,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",2021-12-24,False,['Animation'],23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,823999,Diabolik - Ginko Attacks,it,"Diabolik nearly gets caught in Inspector Ginko's latest trap, leaving his partner in crime Eva Kant behind in the escape. Furious, Eva offers Ginko her help in capturing the King of Terror, but the former has to face the return of an old flame of his.",2022-11-17,False,['Crime'],8QVbWBv94BAT9u1q9uJccwOxMzt.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,933419,Champions,en,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,2023-03-09,False,['Comedy'],yVgtsoXyTZBww7SWE4JE1U4Wcel.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,966220,Sniper: The White Raven,uk,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",2022-05-03,False,['War'],295gZzTXMvuiIG0U19h4M44PXxI.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,934433,Scream VI,en,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",2023-03-08,False,['Horror'],aePBN8ffLCHoUXp8lkA5P29CXdx.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,599019,Big Trip 2: Special Delivery,ru,"It has been a year since Mic Mic and Oscar returned from their incredible adventure. And now, after a diabolical plan by Vulture to sabotage the delivery of the Grizzly cub to his opponent in the American presidential elections, Mic Mic, Oscar, Panda teenager and Stork set off on another great adventure as they ride a zeppelin to return little Grizzly to its rightful parents and save the American elections and the whole continent from an erupting volcano.",2022-10-07,False,['Animation'],dabXVfrAFfhDte8XVemom3mTJog.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,849869,Kill Boksoon,ko,"At work, she's a renowned assassin. At home, she's a single mom to a teenage daughter. Killing? That's easy. It's parenting that's the hard part.",2023-02-17,False,['Action'],taYgn3RRpCGlTGdaGQvnSIOzXFy.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,736526,Troll,no,"Deep inside the mountain of Dovre, something gigantic awakens after being trapped for a thousand years. Destroying everything in its path, the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?",2022-12-01,False,['Fantasy'],9z4jRr43JdtU66P0iy8h18OyLql.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,965839,Lord of the Streets,en,"When Jason Dyson refuses to make his prized fighter throw an MMA match, a notorious gangster collects his debt by killing the fighter and kidnapping Jason's daughter. Now he must train a prisoner to endure five consecutive underground fights to save her.",2022-04-22,False,['Action'],n9YWVQRc0zw0nwrFcOkOpffZxjc.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,616037,Thor: Love and Thunder,en,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",2022-07-06,False,['Fantasy'],pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
